기관명,기관구분,주소,홈페이지
바른정신건강의학과의원,의원,대구광역시 북구 동북로 168 5층 (산격동),
박남진정신건강의학과의원,의원,전라북도 익산시 무왕로 1116 (어양동),
박동건신경정신과의원,의원,울산광역시 중구 중앙길 69 (성남동),
박동철신경정신과의원,의원,"경기도 안양시 만안구 안양로 303 701호 (안양동, 안양메쎄타워)",
박무헌정신과의원,의원,"인천광역시 연수구 앵고개로 250 3층 (동춘동, 연수메디칼빌딩)",
박민성정신건강의학과의원,의원,부산광역시 사하구 낙동남로 1417 6층 (하단동),
박상욱 휴 정신건강의학과의원,의원,제주특별자치도 제주시 중앙로 337 3층 301호 (이도이동),
박숙현정신건강의학과의원,의원,"부산광역시 수영구 수영로 382 (남천동, 광림빌딩5층)",
박순재정신건강의학과의원,의원,"대구광역시 북구 학정로 429 302호 (동천동, 로데오프라자)",
박신경정신과의원,의원,"서울특별시 동대문구 왕산로 45 3층 301호 (용두동, KY TOWER)",
박신영정신건강의학과의원,의원,서울특별시 동작구 시흥대로 664 4층 (신대방동),
박애원,정신요양시설,경기도 고양시 일산동구 상지석길 441,www.barw.co.kr
박언규정신건강의학과의원,의원,"서울특별시 동작구 동작대로 89 404호 (사당동, 골든시네마타워)",
박영숙정신건강의학과의원,의원,"부산광역시 해운대구 센텀2로 20 804호 (우동, 센텀타워메디칼)",
박영우정신건강의학과의원,의원,대구광역시 동구 아양로 51-1 (신암동),
박인순신경정신과의원,의원,부산광역시 동구 중앙대로 371 (수정동),
박재순신경정신과의원,의원,서울특별시 노원구 노해로 501 304호 (상계동),
박재홍 정신과의원,의원,"경기도 용인시 기흥구 중부대로 343-1 (신갈동, 동원빌딩)",
박정신건강의학과의원,의원,제주특별자치도 서귀포시 중정로 53 (서귀동),
박정신건강의학과의원,의원,서울특별시 은평구 통일로 741 5층 (대조동),
박정신건강의학과의원,의원,"충청북도 청주시 서원구 사직대로 276 (사직동, 박정신과의원)",
박정신건강의학과의원,의원,경상남도 양산시 삼일로 104 (중부동),
박종철신경정신과의원,의원,서울특별시 종로구 새문안로5가길 3-1 505호 (당주동),
박종호정신건강의학과의원,의원,전라북도 익산시 인북로 164 (남중동),
박주형신경정신과의원,의원,"서울특별시 중구 을지로 196 202호 (을지로4가, 경명빌딩)",
박지혜정신건강의학과의원,의원,경상남도 진주시 사들로 83 미일빌딩 3층 302호 (충무공동),
박지훈정신건강의학과의원,의원,부산광역시 남구 수영로 330 신화빌딩 3층 (대연동),
박진생정신건강의학과의원,의원,"서울특별시 강남구 테헤란로 313 216,217호 (역삼동, 성지하이츠1)",
박진억신경정신과의원,의원,서울특별시 관악구 남현길 7 3층 (남현동),
박창증정신건강의학과의원,의원,서울특별시 종로구 종로 22 인주빌딩 604호 (서린동),
박희관정신건강의학과의원,의원,"서울특별시 강북구 도봉로 328 306호 (번동, 가든타워)",
반야월정신건강의학과의원,의원,"대구광역시 동구 안심로 368 6층 (신서동, 남일빌딩)",
밝은길,정신재활시설,"서울특별시 중랑구 상봉중앙로 5가길 48, 2층",07082869554.kt
밝은마을정신건강의학과의원,의원,"전라남도 순천시 이수로 319 3층 (조례동, 세븐빌딩)",
밝은마음병원,병원,전라남도 나주시 남평읍 세남로 1566-3 (),
밝은마음정신건강의학과의원,의원,"인천광역시 연수구 독배로 49 2층 (옥련동, 럭키빌딩)",
밝은마음정신건강의학과의원,의원,경기도 수원시 영통구 중부대로 250-1 (매탄동),
밝은마음정신건강의학과의원,의원,"경기도 안산시 단원구 선부광장1로 38 301,307,308호 (선부동, 상록타운)",
밝은마음정신건강의학과의원,의원,"전라북도 군산시 공단대로 396 2층 (나운동, 고려빌딩)",
밝은마음정신건강의학과의원,의원,광주광역시 서구 죽봉대로 76 5층 (농성동),
밝은마음정신과의원,의원,"경기도 안양시 동안구 평촌대로223번길 59 403호 (호계동, 서련코아)",
밝은미래정신건강의학과의원,의원,서울특별시 강동구 천호대로 1006 (성내동),
밝은미래정신과의원,의원,경기도 수원시 영통구 봉영로 1569 (영통동),
밝은미소정신건강의학과의원,의원,"경기도 고양시 일산동구 중앙로 1202 4층 일부호 (마두동, 우리은행일산지점)",
밝은서울정신건강의학과의원,의원,서울특별시 서초구 동작대로 70 4층 (방배동),
밝은세상,정신재활시설,대전광역시 중구 대종로449 (대흥동),www.rworld.co.kr
밝은연세정신건강의학과의원,의원,경기도 평택시 평택2로20번길 11 (평택동),
밝은정신건강의학과의원,의원,제주특별자치도 서귀포시 중앙로 91 (서귀동),
밝은정신건강의학과의원,의원,"대구광역시 수성구 달구벌대로 2570 214호 (만촌동, 수성 아크로타워)",
방주의 집,정신요양시설,세종특별자치시 전동면 솔티로 293-3,www.ewhalove.or.kr
배석주정신건강의학과의원,의원,경기도 성남시 중원구 광명로 5 401호 (성남동),
배신경정신과의원,의원,"경상남도 창원시 마산합포구 서성로 56 (신포동2가, 배신경정신과의원)",
배철정신건강의학과의원,의원,전라북도 전주시 덕진구 사평로 38 2층 (덕진동1가),
백두병원,국립,강원도 양구군 양구읍 박수근로 417-12,
백두병원,병원,강원도 양구군 양구읍 금강산로 510 (),
백산정신건강의학과의원,의원,서울특별시 금천구 시흥대로 276 (독산동),
백상정신건강의학과의원,의원,"서울특별시 강서구 공항대로 426 405호 (화곡동, VIP오피스텔)",
백상정신과의원,의원,서울특별시 구로구 경서로 6 (고척동),
백상창정신건강의학과의원,의원,"서울특별시 강서구 마곡동로4길 23 3층 301호 (마곡동, 레지던스루체브릿지호텔)",
백성욱정신건강의학과의원,의원,부산광역시 연제구 중앙대로 1108 2층 (연산동),
백정신건강의학과의원,의원,"대구광역시 중구 달구벌대로 2126 6층 (봉산동, 미래에셋증권)",
백정신건강의학과의원,의원,전라북도 익산시 선화로 88 강남빌딩 3층 (모현동1가),
백제정신과의원,의원,"충청남도 공주시 무령로 236 3층 (중동, 금강의료연합)",
백준형정신건강의학과의원,의원,"부산광역시 수영구 수영로 669 (광안동, 신세계메디칼빌딩 5층)",
버팀목,정신재활시설,대전광역시 중구 문창로 123(문창동),blog.naver.com/btm6767
벌교삼호병원,기초정신건강복지센터,전라남도 보성군 송재로 153. 2층,www.bsmind.or.kr
범어힐정신건강의학과의원,의원,대구광역시 수성구 동대구로 278 7층 701호 (범어동),
베네스트마음 건강센터,정신재활시설,"대구광역시 달서구 학산로246(송현2동), 삼정빌딩 2층",www.benest.or.kr
베드로병원,병원,강원도 춘천시 공지로 270 270,
베드로신경정신과의원,의원,서울특별시 성북구 동소문로 92 지상8층 (동소문동5가),
베스트병원,병원,"대구광역시 달서구 달구벌대로 1690 5,6,7,8,9층 (두류동)",
베이직병원,병원,"서울특별시 도봉구 삼양로 610 지하1층층 지상1,2,3,4호 (쌍문동, 산수디앤씨)",
벧엘의사닥다리,정신재활시설,경상북도 포항시 남구 청림서길 35번길 2 미성빌라 403호,http://besorravine.co.kr
벧엘클럽하우스,정신재활시설,경상남도 양산시 상북면 수서로 349-94,www.bethelhouse.kr
변영돈신경정신과의원,의원,서울특별시 강남구 선릉로 340 대치 EM 프라자 405호 (대치동),
변재영정신건강의학과의원,의원,서울특별시 동작구 장승배기로 103 (노량진동),
별뜰,정신재활시설,충청북도 옥천군 옥천읍 삼청3길 40,www.starsquare.kr
별자리,정신재활시설,강원도 원주시 소초면 둔둔로 217-19,
보금자리,정신재활시설,"대전광역시 유성구 유성대로 694번길 95, 3층(봉명동)",cafe.daum.net/bokumjary15
보금자리,정신재활시설,충청남도 아산시 초사길 3-88,http://cafe.daum.net/asanbogumjari
보듬자리,정신재활시설,부산광역시 금정구 금샘로 52,
보람의집,정신재활시설,충청남도 논산시 연산면 한전2길 45-13,www.borams-house.com
보령시 정신건강복지센터,기초정신건강복지센터,충청남도 보령시 보령남로 234,www.brcn.go.kr/health.do
보령시보건소,보건소,충청남도 보령시 남포면 보령남로 234 (봉덕리 37-4번지) ,
보배정신건강상담센터,정신재활시설,전라북도 익산시 인북로2길 53,http://cafe.daum.net/hopenet
보성군보건소,보건소,전라남도 보성군 보성읍 송재로 15,
보은군보건소,보건소,충청북도 보은군 보은읍 동광길 50,
보은병원,중독관리통합지원센터,광주광역시 광산구 상무대로 239-1,www.gsgacc.or.kr
보은병원,기초정신건강복지센터,전라남도 화순군 화순읍 쌍충로 62 화순군보건소 3층,
보은성모병원,기초정신건강복지센터,충청북도 보은군 보은읍 동광길 45,www.goodboeun.com
복지와 사람들,중독관리통합지원센터,"서울특별시 구로구 새말로 60, 재중요양병원 별관 지층",www.gracc.or.kr
봄내병원,병원,강원도 춘천시 춘천로 180 180,
봄빛정신건강의학과의원,의원,서울특별시 강서구 공항대로 284 지상2층 (내발산동),
봄정신건강의학과의원,의원,제주특별자치도 제주시 서광로 297 (이도일동),
봄정신건강의학과의원,의원,"서울특별시 송파구 올림픽로 100 6층 (잠실동, 효창타워)",
봄정신건강의학과의원,의원,"서울특별시 동작구 상도로 69 3층 (대방동, 상원빌딩)",
봄정신건강의학과의원,의원,서울특별시 강서구 공항대로 269-15 힐스테이트에코마곡 2층 209호 (마곡동),
봄정신건강의학과의원,의원,"충청북도 청주시 상당구 산성로92번길 6 2층 (금천동, 굿모닝타워)",
봄정신건강의학과의원,의원,충청남도 아산시 충무로 24 (온천동),
봄정신건강의학과의원,의원,경상북도 경산시 경안로 202 5층 (중방동),
봄정신건강의학과의원,의원,"울산광역시 중구 번영로 580 4층 401호 (남외동, SkyM빌딩)",
봉화군보건소,보건소,경상북도 봉화군 봉화읍 봉화로 1203,
부산광역시 강서구보건소,보건소,부산광역시 강서구 공항로811번길 10 강서브라이트센터 (대저2동),https://www.bsgangseo.go.kr/
부산광역시 정신재활시설,정신재활시설,부산광역시 사상구 학감대로 39번길 104-36 3층(학장동),bmrc2288@naver.com
부산광역시의료원 ,공립,부산광역시 연제구 월드컵대로 359,
부산광역시의료원,종합병원,"부산광역시 연제구 월드컵대로 359 (거제동, 1동, 5동일부)",
부산광역자살예방센터,자살예방센터,부산광역시 남구 수영로 299 루미너스빌딩 12층,www.busaninmaum.com
부산대학교 산학협력단,기초정신건강복지센터,부산광역시 북구 만덕대로 89번길 9,www.bmhc.co.kr
부산대학교병원,중독관리통합지원센터,부산광역시 서구 구덕로 179 융합의학연구동 2층,www.busancamc.org
부산대학교병원,국립,부산광역시 서구 구덕로179,
부산대학교병원,상급종합병원,부산광역시 서구 구덕로 179 (아미동1가),
부산성모병원(재단법인 천주교부산교구유지재단),종합병원,부산광역시 남구 용호로232번길 25-14 (용호동),
부산소테리아하우스,정신재활시설,부산광역시 사상구 삼덕로 59(덕포동),www.itforu.co.kr/~soteriahouse
부산시립정신병원,중독관리통합지원센터,"부산광역시 사상구 모라로110번길 85, 주공1단지 나상가 2층 (모라동)",www.sasangacc.com
부산시립정신병원,공립,부산광역시 사상구 학감대로 39번길 104-36,
