기관명,기관구분,주소,홈페이지,latitude,longitude,전화번호
마음과마음정신건강의학과의원,의원,"경상남도 창원시 의창구 원이대로 591 (용호동, 엑스플러스빌딩8층)",,35.2281175,128.6799409,02-853-6561
마음과마음정신과의원,의원,"경기도 용인시 수지구 문정로 13 6층 (풍덕천동, 중수프라자)",,37.3220946,127.0961871,032-812-2004
마음과마음정신과의원,의원,서울특별시 구로구 도림로 65 한정빌딩 2층 (구로동),,37.4894519,126.890826,032-812-2004
마음과마음정신과의원,의원,"인천광역시 연수구 청능대로 103 3층 (연수동, 비와이씨빌딩)",,37.4136435,126.6762601,032-812-2004
마음과마음정신과의원,의원,"경기도 고양시 일산서구 중앙로 1426 511호 (주엽동, 일송노블레스)",,37.6702732,126.7619559,032-812-2004
마음과사람정신건강의학과의원,의원,서울특별시 마포구 마포대로 53 마포트라팰리스 C동 206호 (도화동),,37.5413911,126.9470437,02-712-9124
마음과정신건강의학과의원,의원,"서울특별시 강서구 화곡로 161 3층 303호 (화곡동, 대성빌딩)",,37.5418502,126.8391266,02-853-6561
마음나눔 정신건강의학과의원,의원,"광주광역시 남구 제석로 110 5층 (봉선동, 메가시티)",,35.1241576,126.9076023,062-676-5566
마음누리정신건강의학과의원,의원,서울특별시 동작구 동작대로 7 5층 (사당동),,37.4771547,126.9811243,02-525-3337
마음누리정신과의원,의원,"서울특별시 강남구 삼성로 155 419, 420호 (대치동, 대치퍼스트빌딩)",,37.4937674,127.0629078,02-525-3337
마음똑똑정신건강의학과의원,의원,경기도 수원시 영통구 중부대로 266-1 2층 (매탄동),,37.2741341,127.0448353,031-214-9797
마음무늬정신건강의학과의원,의원,"서울특별시 마포구 월드컵로3길 14 (합정동, 마포한강2차푸르지오)",,37.5510197,126.9118255,전화번호 없음
마음미소정신건강의학과의원,의원,경기도 고양시 일산동구 정발산로 38 장항동이스턴시티 207호 (장항동),,37.6567114,126.7731531,052-266-5575
마음미소정신건강의학과의원,의원,경기도 부천시 부천로29번길 7 부천메디컬프라자 주건축물 1동 302호 (심곡동),,37.4868766,126.7829861,052-266-5575
마음벗김종범정신과의원,의원,서울특별시 강북구 도봉로 329 5층 (수유동),,37.6375793,127.0246562,02-905-3272
마음본정신건강의학과의원,의원,경기도 화성시 동탄순환대로 127-17 우성메디피아 408호 (산척동),,37.1669091,127.1069744,031-378-8022
마음봄정신건강의학과의원,의원,서울특별시 동작구 상도로 247 4층 (상도동),,37.5050874,126.946244,02-812-9888
마음빛정신건강의학과의원,의원,경기도 성남시 중원구 산성대로 248-2 3층 (중앙동),,37.4395047,127.1453017,02-568-4657
마음사랑의집,정신재활시설,전라북도 정읍시 수성택지3길 28,www.maumsarangzip.com,35.5788987,126.8576044,063-533-8233
마음사랑정신건강의학과의원,의원,"전라북도 익산시 무왕로 1114 3층 (어양동, 정암빌딩)",,35.958344,126.980518,033-744-2468
마음사랑정신건강의학과의원,의원,서울특별시 마포구 신촌로16길 4 3층 (노고산동),,37.555534,126.9347144,033-744-2468
마음사랑정신건강의학과의원,의원,강원도 원주시 평원로 62 (평원동),,37.3506191,127.9538104,033-744-2468
마음사랑정신건강의학과의원,의원,대전광역시 서구 둔산로 134 302호 (둔산동),,36.3509791,127.3886281,033-744-2468
마음샘정신건강의학과의원,의원,"서울특별시 서초구 서초대로 302 502호 (서초동, 교대역인앤인오피스)",,37.4937112,127.0146874,522-6836
마음샘정신재활센터,정신재활시설,경기도 수원시 장안구 경수대로 754번길 26-17,ikpr.or.kr,37.2918219,127.0237913,031-242-0877
마음셈정신건강의학과의원,의원,경기도 부천시 부일로 203 상동스카이뷰자이 204호 일부 (상동),,37.48913599999999,126.7524302,032-326-9879
마음숲정신건강의학과의원,의원,대구광역시 수성구 달구벌대로 3261 5층 (신매동),,35.8384647,128.7130465,032-424-3375
마음쉼정신건강의학과의원,의원,서울특별시 강남구 강남대로 238 스카이쏠라빌딩 10층 (도곡동),,37.4849651,127.0347587,02-6475-7575
마음아안녕정신건강의학과의원,의원,경기도 화성시 동탄대로 495 동탄역리치안 406호 (오산동),,37.1980969,127.0980456,031-372-7506
마음안정신건강의학과의원,의원,서울특별시 강동구 올림픽로 651 6층 (천호동),,37.539762,127.1233299,02-473-1160
마음애병원,기초정신건강복지센터,"충청남도 천안시 서북구 서부8길 29, 2층",www.cancenter.or.kr,36.8195349,127.1397997,041-566-5119
마음앤정신건강의학과의원,의원,충청북도 충주시 봉계1길 54 (칠금동),,36.9811782,127.9157078,043-845-8922
마음엔정신건강의학과의원,의원,"충청남도 아산시 시민로 364-33 4층 (온천동, 중화한의원)",,36.781114,127.003398,041-543-0995
마음연정신건강의학과의원,의원,서울특별시 서초구 방배로 111 3층 (방배동),,37.4839423,126.995591,02-522-7575
마음온정신건강의학과의원,의원,부산광역시 부산진구 새싹로 10-1 (부전동),,35.1590881,129.0583723,051-710-8900
마음의 뜰 정신건강의학과의원,의원,서울특별시 양천구 목동동로 268 신한빌딩 5층 (목동),,37.5255269,126.8757129,02-2643-6435
마음의날씨정신건강의학과의원,의원,경기도 안산시 단원구 선부광장1로 82 서림프라자 3층 305호 (선부동),,37.335578,126.8126588,031-402-1789
마음의지도정신건강의학과의원,의원,서울특별시 강서구 강서로 186 2층 (화곡동),,37.5430987,126.8393609,02-6406-7575
마음의평화정신건강의학과의원,의원,"전라북도 전주시 완산구 용머리로 57 602호 (효자동1가, 전주크리닉센타)",,35.8068923,127.1163465,063-225-7582
마음이편한정신과의원,의원,충청남도 공주시 우금티로 513 2층 (금학동),,36.4407592,127.1187222,041-856-7575
마음자리,정신재활시설,"서울특별시 양천구 목동 중앙남로 16다길 9, 204호",maumjary.co.kr,37.5433684,126.8651107,031-343-3690
마음자리,정신재활시설,"인천광역시 남동구 경인로 599번길 26-6 좋은하루 다동 201, 202호",cafe.naver.com/maum0129,37.4659086,126.7047199,031-343-3690
마음자리정신과의원,의원,"경기도 군포시 산본천로 62 409호 (산본동, 인베스텔)",,37.3604455,126.9305934,031-343-3690
마음정신건강의학과의원,의원,인천광역시 서구 서곶로 293 (심곡동),,37.5423513,126.6821324,031-483-6378
마음정신건강의학과의원,의원,"서울특별시 송파구 송파대로 404-1 2층, 지하1층 (송파동)",,37.5034723,127.1092355,031-483-6378
마음정원정신건강의학과의원,의원,인천광역시 연수구 신송로 153 더 마란츠타워 202호 (송도동),,37.3970472,126.6494562,032-833-3950
마음찬정신건강의학과의원,의원,경기도 광명시 오리로 973 광천빌딩 302호 (광명동),,37.4740415,126.854678,02-2611-1190
마음초롱정신건강의학과의원,의원,"경기도 용인시 기흥구 죽전로 29 (보정동, 포레스트프라자)",,37.320765,127.1120915,897-1121
마음터,정신재활시설,"충청남도 천안시 서북구 서부8길 10, 3층",,36.8190019,127.1375324,041-592-7522
마음토닥정신건강의학과의원,의원,"경기도 안산시 단원구 광덕대로 174 C동 518호 (고잔동, 월드타운)",,37.3119479,126.8310271,031-483-6378
마음편한 정신건강의학과 의원,의원,전라남도 강진군 강진읍 평동2길 30 지 스퀘어 플러스 2층,,34.6380031,126.7679696,062-352-9597
마음편한정신건강의학과의원,의원,"경기도 고양시 일산서구 중앙로 1575 501호 (대화동, 그린코아)",,37.676059,126.7467578,042-628-7585
마음편한정신건강의학과의원,의원,"서울특별시 도봉구 노해로63길 78 502호 (창동, 신원빌딩)",,37.6526943,127.0463822,042-628-7585
마음편한정신건강의학과의원,의원,강원도 원주시 서원대로 406 503호 (단구동),,37.3361353,127.9554129,042-628-7585
마음편한정신건강의학과의원,의원,"충청북도 청주시 흥덕구 풍산로 26 (가경동, 대한빌딩 2층)",,36.6260728,127.4334079,042-628-7585
마음편한정신건강의학과의원,의원,대전광역시 동구 동서대로 1671 4층 (용전동),,36.3489927,127.4353708,042-628-7585
마음편한정신건강의학과의원,의원,전라북도 전주시 완산구 용머리로 156 4층 (효자동1가),,35.8058274,127.1272689,042-628-7585
마음편한정신건강의학과의원,의원,"광주광역시 남구 대남대로 342 3층 (월산동, 월산회관)",,35.1422557,126.8933115,042-628-7585
마음편한정신건강의학과의원,의원,경상북도 영주시 광복로 74 3층 (하망동),,36.8275626,128.6264844,042-628-7585
마음편한정신건강의학과의원,의원,경상남도 창원시 성산구 동산로 124 성원아파트 성원종합상가 5층 515호 (상남동),,35.2166758,128.6920639,042-628-7585
마음편한집,정신요양시설,충청남도 천안시 동남구 동면 동산행암길 44-67,www.mindmind.net,36.7893901,127.3618405,041-522-6435
마음행복정신건강의학과의원,의원,"인천광역시 서구 중봉대로586번길 9-4 쓰리엠타워 504,505호 (연희동)",,37.5320477,126.6508561,070-7775-9682
마인드,정신재활시설,"서울특별시 동대문구 전농로 38길 35, 2,3층",www.마인드.com,37.5866619,127.0537161,052-212-2717
마인드닥터주니어정신건강의학과의원,의원,"서울특별시 중랑구 망우로 353 C동 301호 (상봉동, 현대이노시티)",,37.5981008,127.0905139,02-432-9993
마인드랩공간정신건강의학과의원,의원,서울특별시 강남구 언주로130길 10 지하2층 (논현동),,37.5147923,127.0363082,0507-1481-0608
마인드병원,병원,대전광역시 서구 대덕대로242번길 48 유니온빌딩,,36.3541094,127.3822533,02-575-8275
마인드병원,중독관리통합지원센터,"대전광역시 대덕구 중리서로 42, 3층 (중리동)",www.ddgacc.com,36.3625383,127.4219447,02-575-8275
마인드애플정신건강의학과의원,의원,대구광역시 수성구 동대구로 311 범어 애플타워 9층 902호 (범어동),,35.8582063,128.6251928,053-751-1919
마인드풀정신건강의학과의원,의원,"부산광역시 수영구 수영로 699 8층 801호 (수영동, 수영동디온플레이스)",,35.1678908,129.1158535,051-714-0706
마인드필정신건강의학과의원,의원,"대구광역시 북구 침산남로 136 6층 (침산동, 동성빌딩)",,35.8879193,128.5907239,351-5566
마인드힐링정신건강의학과의원,의원,"서울특별시 강남구 선릉로86길 17 702호 (대치동, 선릉엠티빌딩)",,37.5035418,127.0510738,02-547-7500
마인드힐정신건강의학과의원,의원,서울특별시 종로구 새문안로 69 구세군회관 706호 (신문로1가),,37.5703676,126.9722478,720-1566
마중물,정신재활시설,대전광역시 대덕구 중리동로 27번길 14-11,,36.3620287,127.4286257,02-899-0603
마포구보건소,보건소,서울특별시 마포구 월드컵로 212 ,,37.566242,126.9019425,02-3153-9741
맑은마음정신건강의학과의원,의원,충청남도 천안시 서북구 충무로 215 4층 (쌍용동),,36.7971622,127.1293807,579-9997
맑은마음정신과의원,의원,"경기도 고양시 일산동구 중앙로 1072 401호 (백석동, 아이비프라자)",,37.6450331,126.7858686,054-451-7582
맑은마음정신과의원,의원,경상북도 구미시 신시로 75 (형곡동),,36.1145628,128.3387259,054-451-7582
맑은샘,정신재활시설,"서울특별시 강동구 구천면로 28길 21, 401호(천호동)",igonggam.net,37.5418701,127.1303029,031-8015-2463
맑은샘사회복귀시설,정신재활시설,광주광역시 서구 독립로 200,www.gjw.or.kr/malknsem,35.1505196,126.9064252,062-363-1110
맑은샘정신건강의학과의원,의원,대구광역시 달서구 이곡동로 23 5층 503호 (이곡동),,35.8541518,128.5099621,02-6403-9139
맑은샘정신건강의학과의원,의원,서울특별시 강서구 강서로 43-17 (화곡동),,37.5310801,126.8465499,02-6403-9139
맑은세상정신건강의학과의원,의원,"경기도 성남시 분당구 성남대로 38 403호 (구미동, 비즈바이코리아)",,37.3252991,127.0961701,715-4569
맑은정신건강의학과의원,의원,전라북도 전주시 완산구 충경로 50 (중앙동3가),,35.8175042,127.1450631,061-864-7708
맑은정신건강의학과의원,의원,부산광역시 사하구 낙동남로 1392 (하단동),,35.1058704,128.9638409,061-864-7708
맑은정신건강의학과의원,의원,강원도 춘천시 경춘로 2362 2층 201호 (온의동),,37.8642687,127.7205198,061-864-7708
맑음정신건강의학과의원,의원,경상남도 양산시 동면 금오로 255 305호,,35.3160024,129.0272575,055-382-6636
맘정신건강의학과의원,의원,전라북도 전주시 덕진구 기린대로 481 동원타워 5층 (덕진동1가),,35.8424684,127.12503,031-217-0076
맘튼정신건강의학과의원,의원,대구광역시 달서구 월배로 147 3층 302호 (진천동),,35.8085594,128.5253722,053-638-5575
맘편한정신건강의학과의원,의원,"경기도 부천시 부일로 293 4층, 5층 (상동, 엘티타워)",,37.4886312,126.7627914,032-710-7585
멋진월요일,정신재활시설,서울특별시 성동구 성덕정길 116 4층,wm.ggcoop.or.kr,37.5367687,127.0562013,전화번호 없음
메드윌병원,병원,"부산광역시 금정구 중앙대로 1951 (구서동, 메드월병원)",,35.2584958,129.0909525,051-519-8000
메디플렉스 세종병원,종합병원,인천광역시 계양구 계양문화로 20 (작전동),,37.5320794,126.7368315,032-240-8400
메리놀병원,기초정신건강복지센터,"부산광역시 중구 중구로 70-1, 4층",www.jmhc.co.kr,35.1037225,129.0290382,031-746-7457
메타메디병원,병원,경기도 화성시 동탄원천로 338-7 동탄V프라자 3~7층 (능동),,37.2172828,127.0588492,031-8003-5800
메트로병원,병원,경상남도 창원시 의창구 평산로219번길 3 (서상동),,35.2607726,128.6257964,031-376-2829
